city,format,intent,submitted_keyword,returned_keyword,close_variants,grouped_submitted_keywords,grouped_by_google,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,interpretation,observed_at
Birmingham,Sip and paint,beginner_or_adult,sip and paint tickets,sip and paint tickets,,sip and paint tickets,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Spa retreats,discovery,spa retreat near me,spa retreat near me,,spa retreat near me,no,20,HIGH,87,0.4496,0.1529,0.6930,2025-august:40|2025-september:20|2025-october:20|2025-november:10|2025-december:20|2026-january:30|2026-february:30|2026-march:30|2026-april:20|2026-may:20|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Spa retreats,repeat_programme,wellness retreat weekend,wellness retreat weekend,,wellness retreat weekend,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Spa retreats,beginner_or_adult,day wellness retreat,day wellness retreat,,day wellness retreat,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Spa retreats,group_or_corporate,corporate wellness retreat,corporate wellness retreat,,corporate wellness retreat,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,event_booking,pottery painting events near me,pottery painting events near me,,pottery painting events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,group_or_corporate,corporate pottery painting,corporate pottery painting,,corporate pottery painting,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Sip and paint,group_or_corporate,corporate sip and paint,corporate sip and paint,,corporate sip and paint,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Spa retreats,event_booking,spa retreat booking,spa retreat booking,,spa retreat booking,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Darts,discovery,darts near me,darts near me,,darts near me,no,210,LOW,32,0.3140,0.0000,0.0000,2025-august:110|2025-september:140|2025-october:170|2025-november:170|2025-december:260|2026-january:480|2026-february:260|2026-march:260|2026-april:210|2026-may:140|2026-june:110|2026-july:90,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Darts,event_booking,darts events near me,darts events near me,,darts events near me,no,10,LOW,7,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Darts,repeat_programme,darts league near me,darts league near me,,darts league near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Darts,beginner_or_adult,darts club near me,darts club near me,,darts club near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Darts,group_or_corporate,darts team building,darts team building,,darts team building,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Line dancing,discovery,line dancing near me,line dancing near me,,line dancing near me,no,90,LOW,10,0.0000,0.0000,0.0000,2025-august:90|2025-september:110|2025-october:90|2025-november:90|2025-december:50|2026-january:90|2026-february:70|2026-march:140|2026-april:110|2026-may:50|2026-june:40|2026-july:50,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Line dancing,event_booking,line dancing events near me,line dancing events near me,,line dancing events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:10|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Line dancing,repeat_programme,line dancing classes near me,line dancing classes near me,,line dancing classes near me,no,90,LOW,10,0.0000,0.0000,0.0000,2025-august:90|2025-september:110|2025-october:90|2025-november:90|2025-december:50|2026-january:90|2026-february:70|2026-march:140|2026-april:110|2026-may:50|2026-june:40|2026-july:50,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Line dancing,beginner_or_adult,beginner line dancing near me,beginner line dancing near me,,beginner line dancing near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Line dancing,group_or_corporate,line dancing workshop,line dancing workshop,,line dancing workshop,no,10,LOW,7,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Salsa,discovery,salsa dancing near me,salsa dancing near me,,salsa dancing near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Salsa,event_booking,salsa events near me,salsa events near me,,salsa events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Salsa,repeat_programme,salsa classes near me,salsa classes near me,,salsa classes near me,no,30,LOW,21,0.2293,0.0000,0.0000,2025-august:20|2025-september:30|2025-october:30|2025-november:30|2025-december:30|2026-january:30|2026-february:30|2026-march:50|2026-april:20|2026-may:40|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Salsa,beginner_or_adult,beginner salsa classes near me,beginner salsa classes near me,,beginner salsa classes near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Salsa,group_or_corporate,salsa workshop,salsa workshop,,salsa workshop,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Board-game events,discovery,board game cafe near me,board game cafe near me,,board game cafe near me,no,170,LOW,7,0.1324,0.0000,0.0000,2025-august:170|2025-september:170|2025-october:170|2025-november:210|2025-december:170|2026-january:260|2026-february:260|2026-march:170|2026-april:140|2026-may:170|2026-june:110|2026-july:90,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Board-game events,event_booking,board game events near me,board game events near me,,board game events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Board-game events,repeat_programme,board game club near me,board game club near me,,board game club near me,no,10,LOW,14,0.2203,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Board-game events,beginner_or_adult,board game night near me,board game night near me,,board game night near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Board-game events,group_or_corporate,board game team building,board game team building,,board game team building,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Pottery painting,discovery,pottery painting near me,pottery painting near me,,pottery painting near me,no,390,LOW,17,0.1954,0.0000,0.0000,2025-august:480|2025-september:390|2025-october:480|2025-november:320|2025-december:260|2026-january:590|2026-february:590|2026-march:480|2026-april:480|2026-may:320|2026-june:210|2026-july:320,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Pottery painting,repeat_programme,pottery painting classes near me,pottery painting classes near me,,pottery painting classes near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Pottery painting,beginner_or_adult,adult pottery painting near me,adult pottery painting near me,,adult pottery painting near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Wine tasting,discovery,wine tasting near me,wine tasting near me,,wine tasting near me,no,50,HIGH,92,0.3573,0.2675,0.8405,2025-august:50|2025-september:30|2025-october:50|2025-november:50|2025-december:70|2026-january:70|2026-february:30|2026-march:70|2026-april:50|2026-may:50|2026-june:30|2026-july:50,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Wine tasting,event_booking,wine tasting events near me,wine tasting events near me,,wine tasting events near me,no,10,LOW,29,1.2546,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Wine tasting,repeat_programme,wine tasting club near me,wine tasting club near me,,wine tasting club near me,no,10,HIGH,71,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Wine tasting,beginner_or_adult,wine tasting classes near me,wine tasting classes near me,,wine tasting classes near me,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Wine tasting,group_or_corporate,corporate wine tasting,corporate wine tasting,,corporate wine tasting,no,10,MEDIUM,50,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Sip and paint,discovery,sip and paint near me,sip and paint near me,,sip and paint near me,no,30,HIGH,100,0.2853,0.1600,0.3610,2025-august:40|2025-september:30|2025-october:30|2025-november:30|2025-december:20|2026-january:40|2026-february:40|2026-march:30|2026-april:20|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Sip and paint,event_booking,sip and paint events near me,sip and paint events near me,,sip and paint events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Sip and paint,repeat_programme,sip and paint classes near me,sip and paint classes near me,,sip and paint classes near me,no,10,HIGH,100,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Sip and paint,beginner_or_adult,sip and paint tickets,sip and paint tickets,,sip and paint tickets,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Spa retreats,discovery,spa retreat near me,spa retreat near me,,spa retreat near me,no,20,HIGH,95,0.7786,0.5322,1.0422,2025-august:30|2025-september:20|2025-october:20|2025-november:30|2025-december:30|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:30|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Spa retreats,repeat_programme,wellness retreat weekend,wellness retreat weekend,,wellness retreat weekend,no,10,HIGH,86,0.6451,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Spa retreats,beginner_or_adult,day wellness retreat,day wellness retreat,,day wellness retreat,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Spa retreats,group_or_corporate,corporate wellness retreat,corporate wellness retreat,,corporate wellness retreat,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Pottery painting,event_booking,pottery painting events near me,pottery painting events near me,,pottery painting events near me,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Pottery painting,group_or_corporate,corporate pottery painting,corporate pottery painting,,corporate pottery painting,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Sip and paint,group_or_corporate,corporate sip and paint,corporate sip and paint,,corporate sip and paint,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Bristol,Spa retreats,event_booking,spa retreat booking,spa retreat booking,,spa retreat booking,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
