city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
Leeds,Craft and making,Pottery classes,pottery classes Leeds,pottery classes Leeds,pottery classes leeds,pottery classes Leeds,590,HIGH,100,0.5348,0.1965,0.6132,2025-august:590|2025-september:480|2025-october:720|2025-november:720|2025-december:720|2026-january:1000|2026-february:880|2026-march:720|2026-april:480|2026-may:390|2026-june:390|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Leeds,Tabletop and games,Dungeons & Dragons,dungeons and dragons Leeds,dungeons and dragons Leeds,dungeons and dragons leeds,dungeons and dragons Leeds,40,LOW,1,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:50|2025-november:40|2025-december:40|2026-january:50|2026-february:40|2026-march:70|2026-april:30|2026-may:20|2026-june:30|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Leeds,Craft and making,Sewing classes,sewing classes Leeds,sewing classes Leeds,sewing classes leeds,sewing classes Leeds,260,LOW,20,0.9523,0.2580,1.2393,2025-august:260|2025-september:320|2025-october:210|2025-november:210|2025-december:260|2026-january:320|2026-february:210|2026-march:210|2026-april:260|2026-may:170|2026-june:170|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Leeds,Food and drink,Wine tasting,wine tasting Leeds,wine tasting Leeds,wine tasting leeds,wine tasting Leeds,720,HIGH,100,0.7133,0.3849,1.1341,2025-august:720|2025-september:720|2025-october:720|2025-november:880|2025-december:880|2026-january:880|2026-february:720|2026-march:720|2026-april:590|2026-may:590|2026-june:480|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Leeds,Performance and dance,Acting classes,acting classes Leeds,acting classes Leeds,acting classes leeds,acting classes Leeds,320,MEDIUM,40,2.9571,0.6039,1.9973,2025-august:320|2025-september:390|2025-october:320|2025-november:320|2025-december:390|2026-january:590|2026-february:390|2026-march:390|2026-april:260|2026-may:210|2026-june:210|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Leeds,Tabletop and games,Quiz nights,quiz night Leeds,quiz night Leeds,quiz night leeds,quiz night Leeds,590,LOW,3,0.7073,0.6870,1.9221,2025-august:590|2025-september:880|2025-october:880|2025-november:720|2025-december:480|2026-january:720|2026-february:720|2026-march:720|2026-april:480|2026-may:480|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Leeds,Racket and team sport,Netball,netball clubs Leeds,netball clubs Leeds,netball clubs leeds,netball clubs Leeds,90,LOW,7,1.4163,0.4805,1.2505,2025-august:110|2025-september:140|2025-october:140|2025-november:90|2025-december:70|2026-january:110|2026-february:90|2026-march:110|2026-april:90|2026-may:70|2026-june:50|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Leeds,Outdoor and endurance,Running clubs,running clubs Leeds,running clubs Leeds,running clubs leeds,running clubs Leeds,260,LOW,6,1.1554,0.5069,1.3686,2025-august:320|2025-september:390|2025-october:320|2025-november:260|2025-december:210|2026-january:320|2026-february:210|2026-march:260|2026-april:210|2026-may:260|2026-june:260|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Leeds,Tabletop and games,Chess clubs,chess club Leeds,chess club Leeds,chess club leeds,chess club Leeds,140,LOW,1,0.0000,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:140|2025-november:170|2025-december:140|2026-january:170|2026-february:140|2026-march:170|2026-april:170|2026-may:140|2026-june:110|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Leeds,Racket and team sport,Padel,padel Leeds,padel Leeds,padel leeds,padel Leeds,2400,LOW,4,0.6491,0.4846,0.9869,2025-august:2900|2025-september:2900|2025-october:2400|2025-november:1900|2025-december:1600|2026-january:2400|2026-february:1900|2026-march:1900|2026-april:2400|2026-may:1900|2026-june:1900|2026-july:1900,explicit_city_query_under_uk_target,2026-09-03
Leeds,Food and drink,Cooking classes,cooking classes Leeds,cooking classes Leeds,cooking classes leeds,cooking classes Leeds,720,HIGH,100,0.5020,0.2109,0.7918,2025-august:720|2025-september:880|2025-october:880|2025-november:1000|2025-december:1000|2026-january:880|2026-february:720|2026-march:720|2026-april:480|2026-may:590|2026-june:480|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Leeds,Nature and animals,Nature walks,nature walks Leeds,nature walks Leeds,nature walks leeds,nature walks Leeds,30,LOW,15,0.1183,0.1335,1.5058,2025-august:40|2025-september:20|2025-october:30|2025-november:20|2025-december:10|2026-january:20|2026-february:10|2026-march:40|2026-april:40|2026-may:40|2026-june:30|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Leeds,Performance and dance,Karaoke,karaoke Leeds,karaoke Leeds,karaoke leeds,karaoke Leeds,2900,LOW,22,0.5787,0.2603,1.2511,2025-august:2400|2025-september:2900|2025-october:3600|2025-november:3600|2025-december:3600|2026-january:2900|2026-february:2900|2026-march:2900|2026-april:2400|2026-may:2900|2026-june:2400|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Leeds,Craft and making,General art workshops,art workshops Leeds,art workshops Leeds,art workshops leeds,art workshops Leeds,320,HIGH,100,1.9819,0.4887,3.0023,2025-august:320|2025-september:320|2025-october:390|2025-november:260|2025-december:320|2026-january:390|2026-february:320|2026-march:260|2026-april:260|2026-may:320|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Leeds,Craft and making,Sip and paint,sip and paint Leeds,sip and paint Leeds,sip and paint leeds,sip and paint Leeds,590,HIGH,100,1.2908,0.3220,1.3328,2025-august:590|2025-september:590|2025-october:590|2025-november:590|2025-december:480|2026-january:720|2026-february:720|2026-march:720|2026-april:480|2026-may:480|2026-june:390|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Bristol,Competitive experiences,Darts,darts Bristol,darts Bristol,darts bristol,darts Bristol,590,MEDIUM,49,1.2573,0.4151,1.1896,2025-august:390|2025-september:590|2025-october:720|2025-november:720|2025-december:720|2026-january:1000|2026-february:720|2026-march:590|2026-april:590|2026-may:390|2026-june:390|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Bristol,Performance and dance,Line dancing,line dancing Bristol,line dancing Bristol,line dancing bristol,line dancing Bristol,260,LOW,4,0.8354,0.0000,0.0000,2025-august:260|2025-september:390|2025-october:260|2025-november:210|2025-december:210|2026-january:320|2026-february:320|2026-march:320|2026-april:260|2026-may:210|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Bristol,Performance and dance,Salsa classes,salsa classes Bristol,salsa classes Bristol,salsa classes bristol,salsa classes Bristol,320,LOW,24,0.6630,0.1977,0.3775,2025-august:320|2025-september:390|2025-october:390|2025-november:320|2025-december:260|2026-january:390|2026-february:390|2026-march:320|2026-april:260|2026-may:210|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Bristol,Tabletop and games,Board-game cafes,board game cafe Bristol,board game cafe Bristol,board game cafe bristol,board game cafe Bristol,880,LOW,6,0.6282,0.5942,0.6017,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:720|2026-january:1300|2026-february:1000|2026-march:720|2026-april:590|2026-may:720|2026-june:590|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Bristol,Craft and making,Pottery painting,pottery painting Bristol,pottery painting Bristol,pottery painting bristol,pottery painting Bristol,2900,LOW,20,0.3203,0.3061,0.7622,2025-august:2900|2025-september:3600|2025-october:4400|2025-november:3600|2025-december:2400|2026-january:4400|2026-february:5400|2026-march:3600|2026-april:2900|2026-may:2400|2026-june:1900|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Bristol,Craft and making,Pottery classes,pottery classes Bristol,pottery classes Bristol,pottery classes bristol,pottery classes Bristol,1000,HIGH,100,0.9220,0.4062,1.1385,2025-august:1000|2025-september:1300|2025-october:1300|2025-november:1300|2025-december:1600|2026-january:1600|2026-february:1300|2026-march:1300|2026-april:880|2026-may:720|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Bristol,Tabletop and games,Dungeons & Dragons,dungeons and dragons Bristol,dungeons and dragons Bristol,dungeons and dragons bristol,dungeons and dragons Bristol,50,LOW,2,0.0000,0.0000,0.0000,2025-august:50|2025-september:40|2025-october:70|2025-november:40|2025-december:70|2026-january:70|2026-february:50|2026-march:40|2026-april:40|2026-may:50|2026-june:40|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Bristol,Craft and making,Sewing classes,sewing classes Bristol,sewing classes Bristol,sewing classes bristol,sewing classes Bristol,320,HIGH,100,0.4616,0.3030,0.9162,2025-august:390|2025-september:320|2025-october:390|2025-november:260|2025-december:260|2026-january:390|2026-february:320|2026-march:390|2026-april:260|2026-may:260|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Bristol,Food and drink,Wine tasting,wine tasting Bristol,wine tasting Bristol,wine tasting bristol,wine tasting Bristol,880,HIGH,99,0.6554,0.3408,0.8439,2025-august:880|2025-september:1000|2025-october:1000|2025-november:1000|2025-december:1000|2026-january:1000|2026-february:1000|2026-march:1000|2026-april:880|2026-may:880|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Bristol,Performance and dance,Acting classes,acting classes Bristol,acting classes Bristol,acting classes bristol,acting classes Bristol,320,LOW,29,1.3343,0.5169,1.5067,2025-august:260|2025-september:390|2025-october:320|2025-november:260|2025-december:320|2026-january:590|2026-february:260|2026-march:320|2026-april:260|2026-may:260|2026-june:260|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Bristol,Tabletop and games,Quiz nights,quiz night Bristol,quiz night Bristol,quiz night bristol,quiz night Bristol,880,LOW,1,0.4684,0.0000,0.0000,2025-august:880|2025-september:1000|2025-october:1000|2025-november:880|2025-december:590|2026-january:880|2026-february:880|2026-march:880|2026-april:590|2026-may:720|2026-june:480|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Bristol,Racket and team sport,Netball,netball clubs Bristol,netball clubs Bristol,netball clubs bristol,netball clubs Bristol,170,LOW,8,0.7696,0.2508,1.2360,2025-august:210|2025-september:260|2025-october:210|2025-november:210|2025-december:140|2026-january:170|2026-february:170|2026-march:210|2026-april:110|2026-may:140|2026-june:170|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Bristol,Outdoor and endurance,Running clubs,running clubs Bristol,running clubs Bristol,running clubs bristol,running clubs Bristol,170,LOW,7,0.4990,0.4998,1.9714,2025-august:210|2025-september:210|2025-october:260|2025-november:170|2025-december:140|2026-january:170|2026-february:140|2026-march:170|2026-april:170|2026-may:170|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Bristol,Tabletop and games,Chess clubs,chess club Bristol,chess club Bristol,chess club bristol,chess club Bristol,170,LOW,1,0.0000,0.0000,0.0000,2025-august:170|2025-september:210|2025-october:210|2025-november:210|2025-december:140|2026-january:260|2026-february:140|2026-march:170|2026-april:170|2026-may:140|2026-june:170|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Bristol,"Wellness, spa and retreats",Yoga retreats,yoga retreats Bristol,yoga retreats Bristol,yoga retreats bristol,yoga retreats Bristol,30,MEDIUM,52,0.5463,0.2111,0.7102,2025-august:30|2025-september:40|2025-october:40|2025-november:30|2025-december:20|2026-january:40|2026-february:40|2026-march:20|2026-april:20|2026-may:40|2026-june:30|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
Bristol,Racket and team sport,Padel,padel Bristol,padel Bristol,padel bristol,padel Bristol,3600,LOW,3,0.3956,0.3238,1.7921,2025-august:3600|2025-september:4400|2025-october:4400|2025-november:4400|2025-december:2900|2026-january:5400|2026-february:4400|2026-march:3600|2026-april:3600|2026-may:2900|2026-june:2400|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Bristol,Food and drink,Cooking classes,cooking classes Bristol,cooking classes Bristol,cooking classes bristol,cooking classes Bristol,590,HIGH,100,0.8430,0.3384,0.9557,2025-august:480|2025-september:720|2025-october:590|2025-november:880|2025-december:1000|2026-january:720|2026-february:590|2026-march:590|2026-april:390|2026-may:390|2026-june:390|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Bristol,Nature and animals,Nature walks,nature walks Bristol,nature walks Bristol,nature walks bristol,nature walks Bristol,90,LOW,14,0.2075,0.1066,1.1587,2025-august:110|2025-september:70|2025-october:50|2025-november:90|2025-december:70|2026-january:90|2026-february:70|2026-march:140|2026-april:90|2026-may:110|2026-june:110|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Bristol,Performance and dance,Karaoke,karaoke Bristol,karaoke Bristol,karaoke bristol,karaoke Bristol,2400,LOW,32,0.5742,0.2070,0.7324,2025-august:2400|2025-september:2900|2025-october:3600|2025-november:2900|2025-december:2900|2026-january:2900|2026-february:2900|2026-march:2400|2026-april:2400|2026-may:2400|2026-june:1900|2026-july:1900,explicit_city_query_under_uk_target,2026-09-03
Bristol,Craft and making,General art workshops,art workshops Bristol,art workshops Bristol,art workshops bristol,art workshops Bristol,70,HIGH,100,1.1309,0.4319,1.1675,2025-august:70|2025-september:50|2025-october:110|2025-november:70|2025-december:50|2026-january:90|2026-february:90|2026-march:140|2026-april:40|2026-may:50|2026-june:40|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Bristol,Craft and making,Sip and paint,sip and paint Bristol,sip and paint Bristol,sip and paint bristol,sip and paint Bristol,590,HIGH,100,0.9910,0.3645,0.9446,2025-august:480|2025-september:590|2025-october:720|2025-november:590|2025-december:390|2026-january:720|2026-february:720|2026-march:720|2026-april:480|2026-may:480|2026-june:480|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Competitive experiences,Darts,darts Nottingham,darts Nottingham,darts nottingham,darts Nottingham,1000,LOW,20,0.8543,0.3145,1.0067,2025-august:390|2025-september:480|2025-october:1000|2025-november:880|2025-december:1000|2026-january:1300|2026-february:1300|2026-march:4400|2026-april:590|2026-may:480|2026-june:320|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Performance and dance,Line dancing,line dancing Nottingham,line dancing Nottingham,line dancing nottingham,line dancing Nottingham,170,LOW,3,0.6456,0.0000,0.0000,2025-august:170|2025-september:260|2025-october:210|2025-november:170|2025-december:110|2026-january:210|2026-february:170|2026-march:210|2026-april:170|2026-may:170|2026-june:170|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Performance and dance,Salsa classes,salsa classes Nottingham,salsa classes Nottingham,salsa classes nottingham,salsa classes Nottingham,170,LOW,6,1.7872,0.3138,1.7558,2025-august:170|2025-september:210|2025-october:210|2025-november:170|2025-december:170|2026-january:260|2026-february:210|2026-march:210|2026-april:170|2026-may:140|2026-june:140|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Tabletop and games,Board-game cafes,board game cafe Nottingham,board game cafe Nottingham,board game cafe nottingham,board game cafe Nottingham,390,LOW,2,0.1083,0.0000,0.0000,2025-august:390|2025-september:390|2025-october:480|2025-november:480|2025-december:390|2026-january:590|2026-february:480|2026-march:390|2026-april:390|2026-may:480|2026-june:320|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Craft and making,Pottery painting,pottery painting Nottingham,pottery painting Nottingham,pottery painting nottingham,pottery painting Nottingham,1900,LOW,6,0.1348,0.0000,0.0000,2025-august:1600|2025-september:1600|2025-october:2400|2025-november:1900|2025-december:1300|2026-january:2400|2026-february:2900|2026-march:2400|2026-april:1600|2026-may:1300|2026-june:1000|2026-july:1600,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Craft and making,Pottery classes,pottery classes Nottingham,pottery classes Nottingham,pottery classes nottingham,pottery classes Nottingham,590,HIGH,90,0.5210,0.1675,1.8306,2025-august:590|2025-september:590|2025-october:590|2025-november:720|2025-december:720|2026-january:1000|2026-february:880|2026-march:720|2026-april:480|2026-may:480|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Tabletop and games,Dungeons & Dragons,dungeons and dragons Nottingham,dungeons and dragons Nottingham,dungeons and dragons nottingham,dungeons and dragons Nottingham,50,LOW,0,0.0000,0.0000,0.0000,2025-august:70|2025-september:90|2025-october:50|2025-november:30|2025-december:50|2026-january:70|2026-february:30|2026-march:50|2026-april:50|2026-may:40|2026-june:20|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Craft and making,Sewing classes,sewing classes Nottingham,sewing classes Nottingham,sewing classes nottingham,sewing classes Nottingham,170,LOW,17,1.9813,0.0581,2.2134,2025-august:140|2025-september:170|2025-october:140|2025-november:170|2025-december:140|2026-january:210|2026-february:110|2026-march:170|2026-april:170|2026-may:140|2026-june:140|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Food and drink,Wine tasting,wine tasting Nottingham,wine tasting Nottingham,wine tasting nottingham,wine tasting Nottingham,590,HIGH,84,0.4592,0.2883,0.7869,2025-august:590|2025-september:590|2025-october:590|2025-november:720|2025-december:720|2026-january:590|2026-february:480|2026-march:590|2026-april:480|2026-may:590|2026-june:480|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Performance and dance,Acting classes,acting classes Nottingham,acting classes Nottingham,acting classes nottingham,acting classes Nottingham,260,LOW,31,0.9553,0.4273,1.2050,2025-august:210|2025-september:320|2025-october:260|2025-november:170|2025-december:210|2026-january:390|2026-february:210|2026-march:320|2026-april:170|2026-may:170|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Tabletop and games,Quiz nights,quiz night Nottingham,quiz night Nottingham,quiz night nottingham,quiz night Nottingham,390,LOW,1,1.9847,0.0000,0.0000,2025-august:320|2025-september:480|2025-october:590|2025-november:480|2025-december:320|2026-january:480|2026-february:480|2026-march:480|2026-april:320|2026-may:390|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Racket and team sport,Netball,netball clubs Nottingham,netball clubs Nottingham,netball clubs nottingham,netball clubs Nottingham,110,LOW,1,0.0000,0.0000,0.0000,2025-august:90|2025-september:210|2025-october:140|2025-november:110|2025-december:70|2026-january:110|2026-february:140|2026-march:110|2026-april:90|2026-may:90|2026-june:70|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Outdoor and endurance,Running clubs,running clubs Nottingham,running clubs Nottingham,running clubs nottingham,running clubs Nottingham,170,LOW,8,2.0400,0.5134,1.4835,2025-august:210|2025-september:260|2025-october:210|2025-november:210|2025-december:140|2026-january:260|2026-february:170|2026-march:170|2026-april:170|2026-may:170|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Tabletop and games,Chess clubs,chess club Nottingham,chess club Nottingham,chess club nottingham,chess club Nottingham,70,LOW,3,2.6264,0.0000,0.0000,2025-august:70|2025-september:50|2025-october:90|2025-november:90|2025-december:70|2026-january:90|2026-february:70|2026-march:50|2026-april:70|2026-may:70|2026-june:70|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Racket and team sport,Padel,padel Nottingham,padel Nottingham,padel nottingham,padel Nottingham,2900,LOW,3,0.2691,0.5117,0.7791,2025-august:3600|2025-september:2900|2025-october:2900|2025-november:2900|2025-december:2400|2026-january:4400|2026-february:3600|2026-march:3600|2026-april:3600|2026-may:3600|2026-june:2400|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Food and drink,Cooking classes,cooking classes Nottingham,cooking classes Nottingham,cooking classes nottingham,cooking classes Nottingham,590,HIGH,100,0.6014,0.2773,0.9126,2025-august:590|2025-september:590|2025-october:590|2025-november:720|2025-december:880|2026-january:720|2026-february:480|2026-march:480|2026-april:480|2026-may:390|2026-june:390|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Nature and animals,Nature walks,nature walks Nottingham,nature walks Nottingham,nature walks nottingham,nature walks Nottingham,30,LOW,18,0.3553,0.1470,1.2536,2025-august:40|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:30|2026-february:30|2026-march:20|2026-april:50|2026-may:30|2026-june:30|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Performance and dance,Karaoke,karaoke Nottingham,karaoke Nottingham,karaoke nottingham,karaoke Nottingham,1900,LOW,29,0.5806,0.2222,0.5575,2025-august:1900|2025-september:1600|2025-october:1900|2025-november:2400|2025-december:1900|2026-january:1900|2026-february:1900|2026-march:1900|2026-april:1600|2026-may:1900|2026-june:1600|2026-july:1600,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Craft and making,General art workshops,art workshops Nottingham,art workshops Nottingham,art workshops nottingham,art workshops Nottingham,40,HIGH,73,0.6621,0.0000,0.0000,2025-august:40|2025-september:70|2025-october:40|2025-november:40|2025-december:30|2026-january:40|2026-february:50|2026-march:50|2026-april:40|2026-may:20|2026-june:20|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Nottingham,Craft and making,Sip and paint,sip and paint Nottingham,sip and paint Nottingham,sip and paint nottingham,sip and paint Nottingham,480,HIGH,100,0.7793,0.2547,0.8238,2025-august:390|2025-september:390|2025-october:480|2025-november:390|2025-december:320|2026-january:590|2026-february:720|2026-march:480|2026-april:390|2026-may:390|2026-june:320|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Southampton,Competitive experiences,Darts,darts Southampton,darts Southampton,darts southampton,darts Southampton,260,LOW,22,1.2338,0.5508,1.3815,2025-august:170|2025-september:260|2025-october:210|2025-november:260|2025-december:320|2026-january:390|2026-february:260|2026-march:210|2026-april:210|2026-may:320|2026-june:140|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Southampton,Performance and dance,Line dancing,line dancing Southampton,line dancing Southampton,line dancing southampton,line dancing Southampton,140,LOW,3,0.0000,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:170|2025-november:140|2025-december:90|2026-january:140|2026-february:170|2026-march:140|2026-april:140|2026-may:110|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Southampton,Performance and dance,Salsa classes,salsa classes Southampton,salsa classes Southampton,salsa classes southampton,salsa classes Southampton,50,LOW,3,2.6604,0.0000,0.0000,2025-august:30|2025-september:50|2025-october:50|2025-november:40|2025-december:40|2026-january:70|2026-february:70|2026-march:50|2026-april:40|2026-may:50|2026-june:50|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
Southampton,Tabletop and games,Board-game cafes,board game cafe Southampton,board game cafe Southampton,board game cafe southampton,board game cafe Southampton,140,LOW,0,0.0000,0.0000,0.0000,2025-august:140|2025-september:170|2025-october:170|2025-november:170|2025-december:140|2026-january:210|2026-february:260|2026-march:70|2026-april:70|2026-may:70|2026-june:110|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Southampton,Craft and making,Pottery painting,pottery painting Southampton,pottery painting Southampton,pottery painting southampton,pottery painting Southampton,1000,LOW,4,0.5768,0.0000,0.0000,2025-august:1000|2025-september:1000|2025-october:1000|2025-november:1000|2025-december:720|2026-january:1300|2026-february:1600|2026-march:1300|2026-april:880|2026-may:720|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Southampton,Craft and making,Pottery classes,pottery classes Southampton,pottery classes Southampton,pottery classes southampton,pottery classes Southampton,140,HIGH,72,1.1739,0.3041,1.0132,2025-august:140|2025-september:110|2025-october:170|2025-november:140|2025-december:170|2026-january:260|2026-february:210|2026-march:170|2026-april:90|2026-may:90|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Southampton,Tabletop and games,Dungeons & Dragons,dungeons and dragons Southampton,dungeons and dragons Southampton,dungeons and dragons southampton,dungeons and dragons Southampton,30,LOW,0,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:40|2025-december:40|2026-january:40|2026-february:30|2026-march:40|2026-april:30|2026-may:40|2026-june:40|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Southampton,Craft and making,Sewing classes,sewing classes Southampton,sewing classes Southampton,sewing classes southampton,sewing classes Southampton,50,LOW,18,1.1585,0.2098,1.3413,2025-august:70|2025-september:90|2025-october:50|2025-november:50|2025-december:50|2026-january:70|2026-february:50|2026-march:40|2026-april:30|2026-may:50|2026-june:40|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
Southampton,Food and drink,Wine tasting,wine tasting Southampton,wine tasting Southampton,wine tasting southampton,wine tasting Southampton,140,HIGH,100,0.4353,0.2277,0.5746,2025-august:110|2025-september:210|2025-october:210|2025-november:170|2025-december:140|2026-january:140|2026-february:140|2026-march:140|2026-april:110|2026-may:110|2026-june:90|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Southampton,Performance and dance,Acting classes,acting classes Southampton,acting classes Southampton,acting classes southampton,acting classes Southampton,40,MEDIUM,38,0.8614,0.4538,1.3006,2025-august:30|2025-september:30|2025-october:50|2025-november:40|2025-december:50|2026-january:70|2026-february:40|2026-march:40|2026-april:50|2026-may:40|2026-june:40|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Southampton,Racket and team sport,Netball,netball clubs Southampton,netball clubs Southampton,netball clubs southampton,netball clubs Southampton,40,LOW,0,0.0000,0.0000,0.0000,2025-august:30|2025-september:50|2025-october:70|2025-november:40|2025-december:10|2026-january:40|2026-february:70|2026-march:40|2026-april:40|2026-may:30|2026-june:20|2026-july:20,explicit_city_query_under_uk_target,2026-09-03
Southampton,Outdoor and endurance,Running clubs,running clubs Southampton,running clubs Southampton,running clubs southampton,running clubs Southampton,140,LOW,4,0.9736,0.0000,0.0000,2025-august:210|2025-september:170|2025-october:140|2025-november:140|2025-december:110|2026-january:140|2026-february:110|2026-march:140|2026-april:170|2026-may:170|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Southampton,Racket and team sport,Padel,padel Southampton,padel Southampton,padel southampton,padel Southampton,880,LOW,2,0.9688,0.4171,0.9198,2025-august:880|2025-september:880|2025-october:880|2025-november:720|2025-december:590|2026-january:1000|2026-february:880|2026-march:880|2026-april:880|2026-may:720|2026-june:720|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Southampton,Food and drink,Cooking classes,cooking classes Southampton,cooking classes Southampton,cooking classes southampton,cooking classes Southampton,170,HIGH,100,0.5438,0.2395,0.7439,2025-august:140|2025-september:170|2025-october:170|2025-november:210|2025-december:260|2026-january:210|2026-february:140|2026-march:140|2026-april:110|2026-may:90|2026-june:90|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Southampton,Performance and dance,Karaoke,karaoke Southampton,karaoke Southampton,karaoke southampton,karaoke Southampton,880,LOW,7,0.5733,0.1768,1.1475,2025-august:880|2025-september:880|2025-october:1000|2025-november:880|2025-december:880|2026-january:880|2026-february:880|2026-march:880|2026-april:720|2026-may:880|2026-june:590|2026-july:720,explicit_city_query_under_uk_target,2026-09-03
Southampton,Craft and making,General art workshops,art workshops Southampton,art workshops Southampton,art workshops southampton,art workshops Southampton,110,MEDIUM,34,3.2784,0.8023,2.5592,2025-august:90|2025-september:110|2025-october:140|2025-november:110|2025-december:90|2026-january:140|2026-february:110|2026-march:140|2026-april:90|2026-may:90|2026-june:90|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Southampton,Craft and making,Sip and paint,sip and paint Southampton,sip and paint Southampton,sip and paint southampton,sip and paint Southampton,110,MEDIUM,48,0.2407,0.1063,0.4938,2025-august:110|2025-september:140|2025-october:110|2025-november:140|2025-december:70|2026-january:140|2026-february:140|2026-march:140|2026-april:140|2026-may:110|2026-june:90|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
