city,category,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
Bristol,interest_led,live talks,live talks,live talks,,10,MEDIUM,57,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,book club,book club,book club,,110,MEDIUM,39,0.0118,0.0000,0.0000,2025-august:110|2025-september:70|2025-october:320|2025-november:170|2025-december:140|2026-january:140|2026-february:110|2026-march:90|2026-april:90|2026-may:50|2026-june:50|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,reading club,reading club,reading club,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,board game cafe,board game cafe,board game cafe,,260,LOW,6,0.0779,0.0000,0.0000,2025-august:320|2025-september:260|2025-october:320|2025-november:390|2025-december:260|2026-january:390|2026-february:390|2026-march:210|2026-april:210|2026-may:210|2026-june:140|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,chess club,chess club,chess club,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:40|2025-october:20|2025-november:20|2025-december:30|2026-january:20|2026-february:50|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,pottery classes,pottery classes,pottery classes,,110,MEDIUM,61,0.6346,0.2973,0.6093,2025-august:90|2025-september:110|2025-october:110|2025-november:110|2025-december:110|2026-january:140|2026-february:140|2026-march:170|2026-april:140|2026-may:90|2026-june:90|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,pottery painting,pottery painting,pottery painting,,390,LOW,13,0.2174,0.0000,0.0000,2025-august:390|2025-september:320|2025-october:590|2025-november:390|2025-december:320|2026-january:590|2026-february:720|2026-march:590|2026-april:390|2026-may:320|2026-june:260|2026-july:320,generic_query_inside_local_geo_target,2026-09-03
Bristol,interest_led,social sports,social sports,social sports,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Bristol,dating,speed dating,speed dating,speed dating,,50,MEDIUM,39,1.5112,0.5095,1.5348,2025-august:70|2025-september:70|2025-october:50|2025-november:70|2025-december:50|2026-january:50|2026-february:70|2026-march:70|2026-april:50|2026-may:20|2026-june:50|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Bristol,dating,singles events,singles events,singles events,,10,LOW,29,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Bristol,dating,singles nights,singles nights,singles nights,,10,LOW,18,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Bristol,broad_discovery,things to do,things to do,things to do,,6600,LOW,15,0.1887,0.5549,2.3981,2025-august:9900|2025-september:6600|2025-october:6600|2025-november:5400|2025-december:4400|2026-january:8100|2026-february:6600|2026-march:8100|2026-april:8100|2026-may:6600|2026-june:6600|2026-july:6600,generic_query_inside_local_geo_target,2026-09-03
Bristol,broad_discovery,events near me,events near me,events near me,,110,HIGH,100,0.3881,0.4442,1.0744,2025-august:210|2025-september:90|2025-october:90|2025-november:90|2025-december:90|2026-january:90|2026-february:110|2026-march:110|2026-april:110|2026-may:170|2026-june:110|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,social events,social events,social events,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,social events near me,social events near me,social events near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,meet new people,meet new people,meet new people,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:10|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,make new friends,make new friends,make new friends,,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,social groups near me,social groups near me,social groups near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,friendship_discovery,dinner with strangers,dinner with strangers,dinner with strangers,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,public lectures,public lectures,public lectures,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,live talks,live talks,live talks,,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,book club,book club,book club,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,reading club,reading club,reading club,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,board game cafe,board game cafe,board game cafe,,30,LOW,5,0.0139,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:90|2025-november:50|2025-december:20|2026-january:40|2026-february:20|2026-march:20|2026-april:10|2026-may:20|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,chess club,chess club,chess club,,10,LOW,10,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,pottery classes,pottery classes,pottery classes,,10,HIGH,79,0.1066,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:20|2026-february:30|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,pottery painting,pottery painting,pottery painting,,40,LOW,32,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:40|2025-november:40|2025-december:30|2026-january:50|2026-february:70|2026-march:50|2026-april:20|2026-may:20|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Nottingham,interest_led,social sports,social sports,social sports,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,dating,speed dating,speed dating,speed dating,,10,HIGH,68,0.0000,0.4880,1.1624,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Nottingham,dating,singles events,singles events,singles events,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,dating,singles nights,singles nights,singles nights,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Nottingham,broad_discovery,things to do,things to do,things to do,,480,LOW,18,0.5861,0.0000,0.0000,2025-august:590|2025-september:480|2025-october:590|2025-november:260|2025-december:320|2026-january:390|2026-february:480|2026-march:480|2026-april:480|2026-may:480|2026-june:320|2026-july:480,generic_query_inside_local_geo_target,2026-09-03
Nottingham,broad_discovery,events near me,events near me,events near me,,10,HIGH,100,0.0734,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,social events,social events,social events,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,social events near me,social events near me,social events near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,meet new people,meet new people,meet new people,,10,HIGH,67,1.7794,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,make new friends,make new friends,make new friends,,10,MEDIUM,36,3.2158,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,social groups near me,social groups near me,social groups near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:0|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,friendship_discovery,dinner with strangers,dinner with strangers,dinner with strangers,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,public lectures,public lectures,public lectures,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,live talks,live talks,live talks,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,book club,book club,book club,,10,LOW,5,0.9588,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:40|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,reading club,reading club,reading club,,10,LOW,1,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,board game cafe,board game cafe,board game cafe,,30,LOW,3,0.1141,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:30|2025-november:30|2025-december:20|2026-january:30|2026-february:30|2026-march:20|2026-april:40|2026-may:70|2026-june:30|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,chess club,chess club,chess club,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,pottery classes,pottery classes,pottery classes,,20,HIGH,82,0.4078,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:30|2026-march:20|2026-april:50|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,pottery painting,pottery painting,pottery painting,,90,LOW,14,0.1847,0.0000,0.0000,2025-august:70|2025-september:50|2025-october:70|2025-november:90|2025-december:50|2026-january:90|2026-february:110|2026-march:70|2026-april:90|2026-may:140|2026-june:110|2026-july:170,generic_query_inside_local_geo_target,2026-09-03
Southampton,interest_led,social sports,social sports,social sports,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,dating,speed dating,speed dating,speed dating,,20,LOW,23,7.8944,0.8203,2.0577,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:30|2026-june:20|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Southampton,dating,singles events,singles events,singles events,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Southampton,dating,singles nights,singles nights,singles nights,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Southampton,broad_discovery,things to do,things to do,things to do,,1600,LOW,13,0.2009,0.4664,1.2929,2025-august:1300|2025-september:880|2025-october:1000|2025-november:720|2025-december:880|2026-january:1300|2026-february:1000|2026-march:1300|2026-april:1600|2026-may:2900|2026-june:2900|2026-july:3600,generic_query_inside_local_geo_target,2026-09-03
Southampton,broad_discovery,events near me,events near me,events near me,,40,HIGH,100,0.2943,0.2534,1.1553,2025-august:40|2025-september:20|2025-october:20|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:30|2026-may:90|2026-june:70|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,social events,social events,social events,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,social events near me,social events near me,social events near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,meet new people,meet new people,meet new people,,10,HIGH,86,1.6769,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,make new friends,make new friends,make new friends,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,social groups near me,social groups near me,social groups near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,friendship_discovery,dinner with strangers,dinner with strangers,dinner with strangers,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,public lectures,public lectures,public lectures,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,live talks,live talks,live talks,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,book club,book club,book club,,30,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:30|2025-october:70|2025-november:40|2025-december:20|2026-january:30|2026-february:30|2026-march:20|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,reading club,reading club,reading club,,110,LOW,8,0.3268,0.0000,0.0000,2025-august:140|2025-september:110|2025-october:170|2025-november:90|2025-december:110|2026-january:90|2026-february:90|2026-march:90|2026-april:90|2026-may:110|2026-june:70|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,board game cafe,board game cafe,board game cafe,,40,LOW,3,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:50|2025-november:50|2025-december:70|2026-january:70|2026-february:50|2026-march:50|2026-april:20|2026-may:20|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,chess club,chess club,chess club,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,pottery classes,pottery classes,pottery classes,,30,HIGH,98,0.3604,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:20|2025-november:40|2025-december:30|2026-january:30|2026-february:50|2026-march:30|2026-april:20|2026-may:30|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,pottery painting,pottery painting,pottery painting,,110,LOW,8,0.0145,0.0000,0.0000,2025-august:110|2025-september:110|2025-october:140|2025-november:110|2025-december:110|2026-january:170|2026-february:170|2026-march:140|2026-april:110|2026-may:110|2026-june:70|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
Reading,interest_led,social sports,social sports,social sports,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Reading,dating,speed dating,speed dating,speed dating,,20,LOW,10,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:30|2025-december:20|2026-january:30|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,dating,singles events,singles events,singles events,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,dating,singles nights,singles nights,singles nights,,10,MEDIUM,43,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Reading,broad_discovery,things to do,things to do,things to do,,2400,LOW,11,0.1741,0.4731,1.4085,2025-august:3600|2025-september:1900|2025-october:2400|2025-november:1900|2025-december:1600|2026-january:1900|2026-february:1600|2026-march:2400|2026-april:2400|2026-may:2900|2026-june:1900|2026-july:1900,generic_query_inside_local_geo_target,2026-09-03
Reading,broad_discovery,events near me,events near me,events near me,,50,HIGH,100,0.7760,0.3854,1.4828,2025-august:90|2025-september:40|2025-october:50|2025-november:40|2025-december:40|2026-january:30|2026-february:30|2026-march:50|2026-april:30|2026-may:70|2026-june:50|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,social events,social events,social events,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,social events near me,social events near me,social events near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,meet new people,meet new people,meet new people,,10,MEDIUM,36,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,make new friends,make new friends,make new friends,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,social groups near me,social groups near me,social groups near me,,10,LOW,21,2.0003,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,friendship_discovery,dinner with strangers,dinner with strangers,dinner with strangers,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,public lectures,public lectures,public lectures,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,live talks,live talks,live talks,,10,LOW,14,0.8268,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,book club,book club,book club,,90,LOW,12,4.1721,0.5205,2.0780,2025-august:90|2025-september:70|2025-october:260|2025-november:140|2025-december:90|2026-january:110|2026-february:90|2026-march:90|2026-april:70|2026-may:70|2026-june:50|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,reading club,reading club,reading club,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,board game cafe,board game cafe,board game cafe,,110,LOW,2,0.4163,0.0000,0.0000,2025-august:90|2025-september:110|2025-october:210|2025-november:140|2025-december:110|2026-january:140|2026-february:140|2026-march:90|2026-april:90|2026-may:70|2026-june:50|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,chess club,chess club,chess club,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:30|2025-december:10|2026-january:20|2026-february:10|2026-march:20|2026-april:30|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,pottery classes,pottery classes,pottery classes,,90,LOW,33,0.0000,0.0000,0.0000,2025-august:70|2025-september:110|2025-october:70|2025-november:70|2025-december:70|2026-january:210|2026-february:140|2026-march:110|2026-april:90|2026-may:70|2026-june:90|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
Edinburgh,interest_led,pottery painting,pottery painting,pottery painting,,170,LOW,10,0.7561,0.0000,0.0000,2025-august:140|2025-september:170|2025-october:210|2025-november:170|2025-december:110|2026-january:260|2026-february:260|2026-march:260|2026-april:170|2026-may:140|2026-june:140|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
